Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 4166 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 4530 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 4192 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 4299 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3534 3391 **** 3515 3479 )
Fan speeds ( 3552 3552 3391 **** 3515 3497 )
Fan speeds ( 3552 3552 3391 **** 3515 3497 )
Fan speeds ( 3534 3534 3375 **** 3497 3479 )
Fan speeds ( 3534 3534 3375 **** 3497 3479 )
Fan speeds ( 3534 3534 3375 4272 3497 3479 )
Fan speeds ( 3534 3534 3375 4470 3497 3479 )
Fan speeds ( 3534 3534 3375 **** 3497 3479 )
Fan speeds ( 3534 3534 3375 **** 3497 3479 )
Fan speeds ( 3534 3534 3375 **** 3497 3479 )
Fan speeds ( 3534 3534 3375 **** 3497 3479 )
Fan speeds ( 3534 3534 3375 **** 3497 3479 )
Fan speeds ( 3534 3534 3375 4115 3497 3479 )
Fan speeds ( 3534 3534 3375 **** 3497 3479 )
Fan speeds ( 3534 3534 3375 **** 3497 3479 )
Fan speeds ( 3534 3534 3375 **** 3497 3479 )
Command has been aborted
power/control problem
Link error
Link error
Link error
Link error
Link in reset
Link error
Link error
Link error
Link error
Link error
Link in reset
Link ok
Link error on broadcast tree Interconnect-0T00:00:2:1
Link error on broadcast tree Interconnect-1T00:00:3:6
Link error on broadcast tree Interconnect-1T00:00:2:0
Link error on broadcast tree Interconnect-1T00:00:2:0
ServerFileSystem: ServerFileSystem domain root14_local is full
ServerFileSystem: ServerFileSystem domain root10_local is full
ServerFileSystem: ServerFileSystem domain root22_local is full
ServerFileSystem: ServerFileSystem domain root13_local is full
ServerFileSystem: ServerFileSystem domain root26_tmp is full
ServerFileSystem: ServerFileSystem domain root7_local is full
ServerFileSystem: ServerFileSystem domain root1_local is full
ServerFileSystem: ServerFileSystem domain root22_local is full
ServerFileSystem: ServerFileSystem domain root3_local is full
ServerFileSystem: ServerFileSystem domain root25_local is full
ServerFileSystem: ServerFileSystem domain root26_local is full
ServerFileSystem: ServerFileSystem domain root22_local is full
ClusterFileSystem: ServerFileSystem domain cluster_root_backup is no longer served by node node-96
ClusterFileSystem: ServerFileSystem domain root_domain is no longer served by node node-160
ClusterFileSystem: ServerFileSystem domain root3_domain is no longer served by node node-128
ClusterFileSystem: ServerFileSystem domain root9_domain is no longer served by node node-224
ClusterFileSystem: ServerFileSystem domain root10_domain is no longer served by node node-224
ClusterFileSystem: ServerFileSystem domain root28_domain is no longer served by node node-96
ClusterFileSystem: ServerFileSystem domain root30_domain is no longer served by node node-0
ClusterFileSystem: ServerFileSystem domain root26_domain is no longer served by node node-57
ClusterFileSystem: ServerFileSystem domain root29_local is no longer served by node node-28
ClusterFileSystem: ServerFileSystem domain root12_domain is no longer served by node node-11
ClusterFileSystem: ServerFileSystem domain root5_domain is no longer served by node node-196
ClusterFileSystem: ServerFileSystem domain root28_domain is no longer served by node node-187
ClusterFileSystem: ServerFileSystem domain root5_tmp is no longer served by node node-228
ClusterFileSystem: ServerFileSystem domain storage1422 is no longer served by node node-245
ClusterFileSystem: ServerFileSystem domain storage343 is no longer served by node node-11
ClusterFileSystem: ServerFileSystem domain root19_domain is no longer served by node node-114
ClusterFileSystem: ServerFileSystem domain root14_local is no longer served by node node-77
ClusterFileSystem: ServerFileSystem domain root6_domain is no longer served by node node-37
ClusterFileSystem: ServerFileSystem domain storage534 is no longer served by node node-18
ClusterFileSystem: ServerFileSystem domain root12_tmp is no longer served by node node-11
ClusterFileSystem: ServerFileSystem domain root23_local is no longer served by node node-182
ClusterFileSystem: ServerFileSystem domain root14_tmp is no longer served by node node-45
ClusterFileSystem: ServerFileSystem domain storage211 is no longer served by node node-4
ClusterFileSystem: ServerFileSystem domain root8_domain is no longer served by node node-167
ClusterFileSystem: ServerFileSystem domain root25_local is no longer served by node node-216
ClusterFileSystem: ServerFileSystem domain cluster_usr_backup is no longer served by node node-160
ClusterFileSystem: ServerFileSystem domain root_domain is no longer served by node node-128
ClusterFileSystem: ServerFileSystem domain root24_local is no longer served by node node-247
ClusterFileSystem: ServerFileSystem domain root18_tmp is no longer served by node node-241
ClusterFileSystem: ServerFileSystem domain root17_domain is no longer served by node node-240
ClusterFileSystem: ServerFileSystem domain sc_cluster_backup is no longer served by node node-0
ClusterFileSystem: ServerFileSystem domain cluster_usr_backup is no longer served by node node-192
ClusterFileSystem: ServerFileSystem domain cluster_var_backup is no longer served by node node-224
ClusterFileSystem: ServerFileSystem domain root1_tmp_backup is no longer served by node node-96
ClusterFileSystem: ServerFileSystem domain root1_domain_backup is no longer served by node node-96
ClusterFileSystem: ServerFileSystem domain root28_domain is no longer served by node node-219
running
running
running
running
running
running
running
blocked
blocked
running
running
not responding
not responding
configured out
running
running
running
not responding
not responding
running
not responding
not responding
configured out
not responding
running
running
running
running
not responding
not responding
not responding
inconsistent nodesets node-160 0x0001edfe <ok> node-161 0x1001fdfe <ok> node-162 0x1001fdfe <ok> node-163 0x1001fdfe <ok>
running
running
running
running
running
running
running
configured out
running
active
configured out
running
running
configured out
configured out
configured out
running
configured out
not responding
running
running
configured out
not responding
running
configured out
not responding
inconsistent nodesets node-32 0x00000002 <ok> node-34 0x000001fe <ok> node-33 0x000001fe <ok> node-35 0x000001fe <ok>
configured out
not responding
running
configured out
configured out
configured out
not responding
configured out
configured out
running
running
running
configured out
configured out
not responding
not responding
configured out
running
configured out
configured out
running
not responding
active
running
running
configured out
running
configured out
running
running
blocked
not responding
not responding
running
not responding
not responding
not responding
running
running
running
not responding
running
running
configured out
configured out
running
running
not responding
running
running
not responding
configured out
configured out
configured out
configured out
configured out
not responding
not responding
not responding
running
running
configured out
configured out
configured out
configured out
running
running
configured out
running
not responding
not responding
not responding
running
running
configured out
not responding
running
not responding
running
configured out
running
running
not responding
not responding
configured out
configured out
running
running
running
configured out
running
running
configured out
configured out
configured out
running
running
running
blocked
blocked
not responding
running
running
configured out
running
running
running
running
running
configured out
configured out
not-responding
running
running
active
running
running
running
running
running
running
not responding
configured out
configured out
not responding
running
running
configured out
configured out
running
running
running
configured out
inconsistent nodesets node-1 0x000001fc <ok> node-2 0x000001fc <ok> node-7 0x000001fc <ok> node-4 0x000001fc <ok> node-6 0x000001fc <ok> node-5 0x000001fc <ok> node-3 0x000001fc <ok> node-14 0x0003fdfc <ok> node-13 0x0003fdfc <ok> node-12 0x0003fdfc <ok> node-10 0x0003fdfc <ok> node-16 0x0003fdfc <ok> node-15 0x0003fdfc <ok>
configured out
blocked
configured out
running
running
running
configured out
not responding
configured out
not responding
running
active
not responding
configured out
configured out
running
running
configured out
not responding
running
configured out
blocked
running
configured out
not responding
configured out
configured out
configured out
configured out
running
configured out
configured out
running
running
running
running
running
configured out
configured out
running
blocked
configured out
running
running
running
running
blocked
configured out
running
not responding
running
running
running
running
configured out
configured out
not responding
running
running
running
not responding
running
running
not responding
starting
configured out
configured out
configured out
configured out
running
configured out
not responding
not responding
configured out
running
running
configured out
not responding
running
configured out
running
configured out
blocked
running
running
running
running
blocked
running
running
running
configured out
closing
running
running
running
running
running
running
running
running
running
running
running
configured out
not responding
not responding
blocked
running
not responding
running
active
not responding
configured out
not responding
running
running
blocked
running
not responding
not responding
running
running
blocked
not responding
configured out
configured out
running
running
running
configured out
configured out
configured out
running
running
running
inconsistent nodesets node-31 0x1fffffffe <ok> node-0 0xfffffffe <ok> node-1 0xfffffffe <ok> node-2 0xfffffffe <ok> node-30 0xfffffffe <ok>
configured out
running
blocked
running
not responding
configured out
running
running
running
running
normal
normal
warning
normal
normal
warning
ambient=30
normal
ambient=30
normal
normal
critical
normal
normal
critical
normal
ambient=31
normal
normal
ambient=30
ambient=29
normal
ambient=26
ambient=30
warning
critical
normal
ambient=32
ambient=29
normal
ambient=33
ambient=28
ambient=31
ambient=33
normal
warning
warning
warning
ambient=31
warning
normal
ambient=30
ambient=30
normal
ambient=31
warning
warning
normal
warning
normal
ambient=31
warning
ambient=26
ambient=31
normal
warning
normal
ambient=29
warning
warning
warning
ambient=27
ambient=30
ambient=26
warning
warning
normal
warning
normal
normal
normal
normal
warning
warning
normal
warning
normal
normal
normal
ambient=34
warning
warning
normal
warning
normal
warning
ambient=31
normal
warning
warning
warning
ambient=32
normal
ambient=33
warning
warning
warning
warning
ambient=35
ambient=31
ambient=31
ambient=31
ambient=30
ambient=31
ambient=29
warning
normal
ambient=26
normal
warning
normal
ambient=33
normal
ambient=31
warning
critical
ambient=34
ambient=35
ambient=30
warning
ambient=35
ambient=33
ambient=33
normal
ambient=30
ambient=28
ambient=27
warning
warning
normal
normal
warning
ambient=32
ambient=31
ambient=35
ambient=32
ambient=28
warning
ambient=30
normal
warning
normal
normal
normal
normal
ambient=31
normal
ambient=31
warning
normal
warning
warning
warning
warning
ambient=29
warning
normal
warning
warning
normal
normal
warning
normal
warning
normal
normal
normal
warning
warning
normal
normal
warning
warning
warning
warning
ambient=29
normal
normal
ambient=30
ambient=30
ambient=33
ambient=32
normal
ambient=27
warning
normal
normal
ambient=32
normal
warning
ambient=33
warning
normal
normal
normal
warning
ambient=29
warning
warning
normal
warning
ambient=32
ambient=29
normal
ambient=36
ambient=29
ambient=30
warning
ambient=29
normal
ambient=32
ambient=30
ambient=32
ambient=30
ambient=33
ambient=31
normal
ambient=33
normal
ambient=33
ambient=31
ambient=33
critical
normal
ambient=27
normal
ambient=33
normal
ambient=33
normal
warning
normal
warning
normal
ambient=29
ambient=33
ambient=36
ambient=30
normal
warning
warning
ambient=28
ambient=26
warning
normal
ambient=29
normal
ambient=25
ambient=29
warning
warning
warning
warning
warning
normal
warning
ambient=34
ambient=28
ambient=27
normal
warning
normal
warning
warning
normal
warning
normal
warning
warning
normal
warning
normal
ambient=27
normal
ambient=33
ambient=27
warning
ambient=30
ambient=33
ambient=27
normal
ambient=27
normal
normal
warning
warning
normal
normal
normal
warning
warning
warning
warning
normal
warning
normal
warning
ambient=27
normal
normal
warning
normal
normal
warning
warning
warning
warning
normal
normal
normal
normal
ambient=26
normal
normal
normal
normal
normal
warning
critical
warning
warning
warning
warning
ambient=29
warning
normal
ambient=28
normal
normal
normal
warning
normal
ambient=28
warning
normal
warning
normal
normal
ambient=26
normal
normal
warning
warning
warning
warning
normal
warning
ambient=35
ambient=33
ambient=32
ambient=31
ambient=31
critical
warning
warning
normal
warning
warning
warning
ambient=27
normal
ambient=33
normal
normal
normal
warning
ambient=32
warning
ambient=30
normal
warning
warning
warning
normal
critical
warning
warning
warning
critical
ambient=34
warning
ambient=27
normal
warning
ambient=23
normal
warning
normal
ambient=29
normal
ambient=28
ambient=26
normal
ambient=28
ambient=25
ambient=24
warning
ambient=34
ambient=31
critical
normal
ambient=28
ambient=30
ambient=33
ambient=31
ambient=31
ambient=33
ambient=32
ambient=27
ambient=29
warning
critical
normal
warning
normal
warning
normal
normal
normal
normal
warning
normal
normal
normal
normal
warning
normal
normal
normal
warning
normal
warning
critical
normal
warning
warning
warning
critical
warning
normal
warning
ambient=25
warning
warning
warning
ambient=28
ambient=33
ambient=33
ambient=36
ambient=36
ambient=28
warning
critical
ambient=35
normal
warning
ambient=29
warning
warning
warning
warning
normal
ambient=25
normal
normal
ambient=34
ambient=35
ambient=36
ambient=35
warning
warning
warning
warning
normal
warning
ambient=27
warning
ambient=29
ambient=26
ambient=26
ambient=30
warning
normal
warning
normal
normal
warning
warning
warning
warning
normal
warning
warning
normal
normal
ambient=24
normal
ambient=30
ambient=31
ambient=33
ambient=31
normal
warning
normal
warning
warning
warning
ambient=27
normal
ambient=29
ambient=31
normal
warning
warning
warning
ambient=30
ambient=32
warning
ambient=29
normal
ambient=24
ambient=30
warning
ambient=28
ambient=34
ambient=25
ambient=26
ambient=25
ambient=25
ambient=25
ambient=27
ambient=30
warning
ambient=31
ambient=29
warning
warning
ambient=28
ambient=28
normal
normal
ambient=25
ambient=30
ambient=30
ambient=26
warning
ambient=25
warning
ambient=29
normal
ambient=29
ambient=27
warning
ambient=26
normal
normal
warning
ambient=25
warning
normal
ambient=28
ambient=29
ambient=28
normal
ambient=30
ambient=30
ambient=27
normal
ambient=28
warning
normal
ambient=30
normal
normal
ambient=30
ambient=27
warning
ambient=26
ambient=27
ambient=24
normal
ambient=26
ambient=31
warning
warning
ambient=29
ambient=29
warning
ambient=27
normal
ambient=33
ambient=30
ambient=29
ambient=33
normal
ambient=29
warning
ambient=30
ambient=29
ambient=28
ambient=32
warning
ambient=28
ambient=28
warning
normal
normal
warning
ambient=29
ambient=30
ambient=31
ambient=31
ambient=34
warning
ambient=36
ambient=33
ambient=25
ambient=36
ambient=33
ambient=25
normal
normal
normal
warning
ambient=30
normal
normal
ambient=33
ambient=37
warning
ambient=27
ambient=30
ambient=35
ambient=27
ambient=29
warning
normal
ambient=28
normal
ambient=28
ambient=27
ambient=26
ambient=25
ambient=30
ambient=35
ambient=32
ambient=29
ambient=35
critical
ambient=27
ambient=29
ambient=28
ambient=28
ambient=25
ambient=25
ambient=27
ambient=30
ambient=28
critical
ambient=25
normal
ambient=27
normal
ambient=25
ambient=28
ambient=33
ambient=36
ambient=30
ambient=36
ambient=33
normal
ambient=31
normal
ambient=27
ambient=26
warning
critical
normal
normal
ambient=33
warning
normal
ambient=36
ambient=33
normal
ambient=26
ambient=25
ambient=27
ambient=31
ambient=25
ambient=28
warning
normal
ambient=32
ambient=33
ambient=28
ambient=31
critical
normal
ambient=30
ambient=29
ambient=30
normal
normal
normal
warning
warning
ambient=27
normal
critical
warning
warning
normal
warning
normal
warning
ambient=28
ambient=26
ambient=34
warning
warning
critical
warning
Link ok
Link ok
Link ok
Link ok
Link error
Link error
Link in reset
Link ok
Link ok
Link in reset
Link ok
Link error
Link ok
Link ok
Link ok
Link error
Link in reset
Link ok
Link ok
Link in reset
Link in reset
Link in reset
Link in reset
Linkerror event interval expired
Linkerror event interval expired
risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
boot (command 2092) Error: HALT asserted\  cannot continue
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
Linkerror event interval expired
